,,,,,,,,,,,,
,,,tasa de interes,0.05,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Edad,qx,px,lx,dx,Columna 6,Lx,mx,Dx,Nx,Cx,Mx
,0,0.000433,0.999567,"1,000,000",433,85,"999,784",0.0004330937648,"1,000,000.00","20,449,373.29",412.38,"26,220.31"
,1,0.000433,0.999567,"999,567",433,84,"999,351",0.0004330937648,"951,968.57","19,449,373.29",392.57,"25,807.92"
,2,0.000434,0.999566,"999,134",434,83,"998,917",0.0004340941984,"906,244.16","18,497,404.72",374.58,"25,415.35"
,3,0.000434,0.999566,"998,701",433,82,"998,484",0.0004340941984,"862,715.10","17,591,160.56",356.59,"25,040.77"
,4,0.000435,0.999565,"998,267",434,81,"998,050",0.0004350946331,"821,276.84","16,728,445.46",340.24,"24,684.18"
,5,0.000436,0.999564,"997,833",435,80,"997,615",0.0004360950687,"781,828.17","15,907,168.63",324.64,"24,343.94"
,6,0.000438,0.999562,"997,398",437,79,"997,179",0.000438095943,"744,273.61","15,125,340.45",310.47,"24,019.29"
,7,0.00044,0.99956,"996,961",439,78,"996,742",0.0004400968213,"708,521.55","14,381,066.84",296.90,"23,708.82"
,8,0.000443,0.999557,"996,522",441,77,"996,302",0.0004430981462,"674,485.52","13,672,545.29",284.57,"23,411.92"
,9,0.000446,0.999554,"996,081",444,76,"995,859",0.0004460994802,"642,082.59","12,998,059.77",272.73,"23,127.35"
,10,0.000449,0.999551,"995,637",447,75,"995,413",0.0004491008231,"611,234.50","12,355,977.18",261.38,"22,854.62"
,11,0.000453,0.999547,"995,190",451,74,"994,964",0.0004531026277,"581,866.72","11,744,742.68",251.03,"22,593.24"
,12,0.000457,0.999543,"994,739",455,73,"994,511",0.0004571044484,"553,907.75","11,162,875.96",241.08,"22,342.21"
,13,0.000463,0.999537,"994,284",460,72,"994,054",0.0004631072093,"527,290.10","10,608,968.22",232.51,"22,101.13"
,14,0.000468,0.999532,"993,824",465,71,"993,591",0.0004681095376,"501,948.54","10,081,678.11",223.73,"21,868.62"
,15,0.000475,0.999525,"993,359",472,70,"993,123",0.0004751128393,"477,822.51","9,579,729.57",216.16,"21,644.89"
,16,0.000482,0.999518,"992,887",479,69,"992,648",0.00048211619,"454,852.89","9,101,907.06",208.80,"21,428.73"
,17,0.000489,0.999511,"992,408",485,69,"992,166",0.0004891195897,"432,984.43","8,647,054.17",201.65,"21,219.94"
,18,0.000498,0.999502,"991,923",494,68,"991,676",0.0004981240329,"412,164.48","8,214,069.74",195.48,"21,018.29"
,19,0.000507,0.999493,"991,429",503,67,"991,178",0.0005071285571,"392,342.12","7,801,905.25",189.45,"20,822.80"
,20,0.000517,0.999483,"990,926",512,66,"990,670",0.0005171336791,"373,469.71","7,409,563.14",183.89,"20,633.36"
,21,0.000528,0.999472,"990,414",523,65,"990,153",0.0005281394288,"355,501.55","7,036,093.42",178.77,"20,449.47"
,22,0.00054,0.99946,"989,891",535,64,"989,624",0.0005401458394,"338,394.14","6,680,591.87",174.03,"20,270.70"
,23,0.000553,0.999447,"989,357",547,63,"989,083",0.0005531529468,"322,106.10","6,342,197.73",169.64,"20,096.67"
,24,0.000567,0.999433,"988,809",561,62,"988,529",0.0005671607901,"306,598.07","6,020,091.63",165.56,"19,927.03"
,25,0.000582,0.999418,"988,249",575,61,"987,961",0.0005821694113,"291,832.60","5,713,493.56",161.76,"19,761.47"
,26,0.000598,0.999402,"987,674",591,60,"987,378",0.0005981788555,"277,774.05","5,421,660.95",158.20,"19,599.71"
,27,0.000616,0.999384,"987,083",608,59,"986,779",0.0006161897865,"264,388.52","5,143,886.90",155.11,"19,441.51"
,28,0.000635,0.999365,"986,475",626,58,"986,162",0.0006352016765,"251,643.48","4,879,498.38",152.18,"19,286.40"
,29,0.000656,0.999344,"985,849",647,57,"985,525",0.0006562152386,"239,508.27","4,627,854.90",149.64,"19,134.22"
,30,0.000678,0.999322,"985,202",668,56,"984,868",0.0006782299199,"227,953.48","4,388,346.62",147.19,"18,984.58"
,31,0.000703,0.999297,"984,534",692,55,"984,188",0.0007032471914,"216,951.36","4,160,393.14",145.25,"18,837.39"
,32,0.000729,0.999271,"983,842",717,54,"983,483",0.0007292658174,"206,475.09","3,943,441.78",143.35,"18,692.13"
,33,0.000757,0.999243,"983,125",744,53,"982,752",0.000757286633,"196,499.59","3,736,966.69",141.67,"18,548.78"
,34,0.000788,0.999212,"982,380",774,52,"981,993",0.0007883105944,"187,000.80","3,540,467.10",140.34,"18,407.11"
